PGM_GRP_ID_S,PERIOD,prc_lb,prc_ub
68929,99,2.24,12.7
72241,1,3.58,8.94
72241,2,3.58,8.94
72241,99,1.34,7.6
71537,1,6.78,16.94
71537,2,6.78,16.94
71537,3,6.78,16.94
71537,4,6.78,16.94
71537,99,2.54,14.4
70377,1,19.98,49.94
70377,2,19.98,49.94
70377,99,7.49,42.45
71475,1,3.18,7.94
71475,2,3.18,7.94
71475,3,3.18,7.94
71475,4,3.18,7.94
71475,99,1.19,6.75
71479,1,7.98,19.94
71479,2,7.98,19.94
71479,3,7.98,19.94
71479,4,7.98,19.94
71479,99,2.99,16.95
71471,1,7.98,19.94
71471,2,7.98,19.94
71471,3,7.98,19.94
71471,4,7.98,19.94
71471,99,2.99,16.95
71575,1,7.98,19.94
71575,2,7.98,19.94
71575,3,7.98,19.94
71575,4,7.98,19.94
71575,99,2.99,16.95
68893,1,9.98,24.94
68893,2,9.98,24.94
68893,3,9.98,24.94
68893,4,9.98,24.94
68893,99,3.74,21.2
69383,1,11.98,29.94
69383,2,11.98,29.94
69383,99,4.49,25.45
70439,1,7.58,18.94
70439,2,7.58,18.94
70439,99,2.84,16.1
71357,1,7.18,17.94
71357,2,7.18,17.94
71357,3,7.18,17.94
71357,4,7.18,17.94
71357,99,2.69,15.25
71521,1,5.98,14.94
71521,2,5.98,14.94
71521,3,5.98,14.94
71521,4,5.98,14.94
71521,99,2.24,12.7
71253,1,3.98,9.94
71253,2,3.98,9.94
71253,3,3.98,9.94
71253,4,3.98,9.94
71253,99,1.49,8.45
70627,1,5.18,12.94
70627,2,5.18,12.94
70627,3,5.18,12.94
70627,99,1.94,11
71493,1,11.98,29.94
71493,2,11.98,29.94
71493,3,11.98,29.94
71493,4,11.98,29.94
71493,99,4.49,25.45
70443,1,7.98,19.94
70443,2,7.98,19.94
70443,3,7.98,19.94
70443,4,7.98,19.94
70443,99,2.99,16.95
70073,1,6.78,16.94
70073,2,6.78,16.94
70073,3,6.78,16.94
70073,4,6.78,16.94
70073,99,2.54,14.4
56885,1,7.18,17.94
56885,2,7.18,17.94
56885,3,7.18,17.94
56885,99,2.69,15.25
69129,1,9.98,24.94
69129,2,9.98,24.94
69129,3,9.98,24.94
69129,4,9.98,24.94
69129,99,3.74,21.2
71445,1,2,5
71445,2,2,5
71445,3,2,5
71445,99,0.75,4.25
71447,1,5.18,12.94
71447,2,5.18,12.94
71447,3,5.18,12.94
71447,99,1.94,11
71163,1,5.98,14.94
71163,2,5.98,14.94
71163,3,5.98,14.94
71163,99,2.24,12.7
70063,1,6.78,16.94
70063,2,6.78,16.94
70063,3,6.78,16.94
70063,4,6.78,16.94
70063,99,2.54,14.4
72235,3,3.98,9.94
72515,1,5.18,12.94
72515,2,5.18,12.94
72515,3,5.18,12.94
72515,4,5.18,12.94
72515,99,1.94,11
72843,3,5.18,12.94
72843,4,5.18,12.94
72235,4,3.98,9.94
56887,1,7.98,19.94
56887,2,7.98,19.94
56887,3,7.98,19.94
56887,99,2.99,16.95
70631,1,10.78,26.94
70631,2,10.78,26.94
70631,99,4.04,22.9
71033,1,9.98,24.94
71033,2,9.98,24.94
71033,99,3.74,21.2
72865,1,5.18,12.94
72865,2,5.18,12.94
72865,3,5.18,12.94
72865,4,5.18,12.94
72865,99,1.94,11
71079,1,5.98,14.94
71079,2,5.98,14.94
71079,99,2.24,12.7
71547,1,7.18,17.94
71547,2,7.18,17.94
71547,99,2.69,15.25
72557,1,6.78,16.94
72557,2,6.78,16.94
72557,3,6.78,16.94
72557,4,6.78,16.94
72557,99,2.54,14.4
72261,1,5.18,12.94
72261,2,5.18,12.94
72261,3,5.18,12.94
72261,4,5.18,12.94
72261,99,1.94,11
72757,1,6.78,16.94
72757,2,6.78,16.94
72757,3,6.78,16.94
72757,4,6.78,16.94
72757,99,2.54,14.4
69999,1,7.98,19.94
69999,2,7.98,19.94
69999,3,7.98,19.94
69999,4,7.98,19.94
69999,99,2.99,16.95
69983,1,9.98,24.94
69983,2,9.98,24.94
69983,3,9.98,24.94
69983,4,9.98,24.94
69983,99,3.74,21.2
70495,1,6.78,16.94
70495,2,6.78,16.94
70495,3,6.78,16.94
70495,99,2.54,14.4
72529,1,5.18,12.94
72529,2,5.18,12.94
72529,99,1.94,11
72583,99,1.94,11
69771,1,9.98,24.94
69771,2,9.98,24.94
69771,3,9.98,24.94
69771,4,9.98,24.94
70417,1,6.78,16.94
70417,2,6.78,16.94
70417,99,2.54,14.4
72529,3,5.18,12.94
72529,4,5.18,12.94
71887,1,5.98,14.94
71887,2,5.98,14.94
71887,3,5.98,14.94
71887,4,5.98,14.94
71887,99,2.24,12.7
72583,3,5.18,12.94
72583,4,5.18,12.94
71685,1,3.98,9.94
71685,2,3.98,9.94
71685,99,1.49,8.45
71877,1,6.78,16.94
71877,2,6.78,16.94
71877,99,2.54,14.4
71213,1,9.18,22.94
71213,2,9.18,22.94
71213,99,3.44,19.5
71205,1,9.18,22.94
71205,2,9.18,22.94
71205,99,3.44,19.5
71205,3,9.18,22.94
71205,4,9.18,22.94
70871,1,9.98,24.94
70871,2,9.98,24.94
70871,99,3.74,21.2
70871,3,9.98,24.94
70871,4,9.98,24.94
71209,1,9.18,22.94
71209,2,9.18,22.94
71209,3,9.18,22.94
71209,4,9.18,22.94
71209,99,3.44,19.5
69805,1,4.38,10.94
69805,2,4.38,10.94
69805,99,1.64,9.3
70767,1,7.98,19.94
70767,2,7.98,19.94
70767,3,7.98,19.94
70767,4,7.98,19.94
70767,99,2.99,16.95
70741,1,7.98,19.94
70741,2,7.98,19.94
70741,3,7.98,19.94
70741,4,7.98,19.94
70741,99,2.99,16.95
70947,1,5.18,12.94
70947,2,5.18,12.94
70947,3,5.18,12.94
70947,4,5.18,12.94
70947,99,1.94,11
71283,1,6.78,16.94
71283,2,6.78,16.94
71283,3,6.78,16.94
71283,4,6.78,16.94
71283,99,2.54,14.4
72513,1,4.38,10.94
72513,2,4.38,10.94
72513,3,4.38,10.94
72513,4,4.38,10.94
72513,99,1.64,9.3
71571,1,9.18,22.94
71571,2,9.18,22.94
71571,3,9.18,22.94
71571,4,9.18,22.94
71571,99,3.44,19.5
71067,1,3.58,8.94
71067,2,3.58,8.94
71067,3,3.58,8.94
71067,4,3.58,8.94
1827,1,3.58,8.94
1827,2,3.58,8.94
1827,3,3.58,8.94
1827,4,3.58,8.94
70685,1,5.18,12.94
70685,2,5.18,12.94
70685,3,5.18,12.94
70685,99,1.94,11
70941,1,15.98,39.94
70941,2,15.98,39.94
70941,3,15.98,39.94
70941,4,15.98,39.94
70941,99,5.99,33.95
72573,1,5.98,14.94
72573,2,5.98,14.94
72573,3,5.98,14.94
72573,4,5.98,14.94
72573,99,2.24,12.7
70713,1,9.98,24.94
70713,2,9.98,24.94
70713,99,3.74,21.2
70977,1,9.98,24.94
70977,2,9.98,24.94
70977,3,9.98,24.94
70977,4,9.98,24.94
70977,99,3.74,21.2
70469,1,11.98,29.94
70469,2,11.98,29.94
70469,3,11.98,29.94
70469,4,11.98,29.94
70469,99,4.49,25.45
70619,1,7.98,19.94
70619,2,7.98,19.94
70619,3,7.98,19.94
70619,4,7.98,19.94
70619,99,2.99,16.95
71231,1,3.58,8.94
71231,2,3.58,8.94
71231,3,3.58,8.94
71231,4,3.58,8.94
71231,99,1.34,7.6
71383,1,6.78,16.94
71383,2,6.78,16.94
71383,3,6.78,16.94
71383,4,6.78,16.94
71383,99,2.54,14.4
65285,1,5.98,14.94
65285,2,5.98,14.94
65285,3,5.98,14.94
65285,99,2.24,12.7
71099,1,5.98,14.94
71099,2,5.98,14.94
71099,3,5.98,14.94
71099,4,5.98,14.94
71099,99,2.24,12.7
65183,1,5.18,12.94
65183,2,5.18,12.94
65183,3,5.18,12.94
65183,99,1.94,11
71601,3,10.78,26.94
71601,4,10.78,26.94
71285,1,5.98,14.94
71285,2,5.98,14.94
71285,99,2.24,12.7
70547,1,9.98,24.94
70547,2,9.98,24.94
70547,3,9.98,24.94
70547,4,9.98,24.94
70547,99,3.74,21.2
71717,1,5.98,14.94
71717,2,5.98,14.94
71717,3,5.98,14.94
71717,99,2.24,12.7
71717,4,5.98,14.94
71713,1,5.98,14.94
71713,2,5.98,14.94
71713,3,5.98,14.94
71713,99,2.24,12.7
71713,4,5.98,14.94
70621,1,10.78,26.94
70621,2,10.78,26.94
70621,99,4.04,22.9
57375,1,3.98,9.94
57375,2,3.98,9.94
57375,3,3.98,9.94
57375,99,1.49,8.45
72239,3,5.18,12.94
72239,4,5.18,12.94
71351,1,9.98,24.94
71351,2,9.98,24.94
71351,3,9.98,24.94
71351,4,9.98,24.94
71351,99,3.74,21.2
70345,99,5.24,29.7
69569,1,15.98,39.94
69569,2,15.98,39.94
69569,99,5.99,33.95
72473,3,11.98,29.94
72473,4,11.98,29.94
70545,1,9.98,24.94
70545,2,9.98,24.94
70545,3,9.98,24.94
70545,4,9.98,24.94
70545,99,3.74,21.2
68685,1,5.18,12.94
68685,2,5.18,12.94
68685,3,5.18,12.94
68685,4,5.18,12.94
68685,99,1.94,11
71237,1,5.18,12.94
71237,2,5.18,12.94
71237,3,5.18,12.94
71237,4,5.18,12.94
71237,99,1.94,11
72543,1,2,5
72543,2,2,5
72543,99,0.75,4.25
69153,1,5.18,12.94
69153,2,5.18,12.94
69153,3,5.18,12.94
69153,4,5.18,12.94
69153,99,1.94,11
70855,99,0.53,2.98
70777,1,5.98,14.94
70777,2,5.98,14.94
70777,3,5.98,14.94
70777,4,5.98,14.94
70777,99,2.24,12.7
70667,1,9.98,24.94
70667,2,9.98,24.94
70667,3,9.98,24.94
70667,4,9.98,24.94
70667,99,3.74,21.2
71633,1,5.98,14.94
71633,2,5.98,14.94
71633,3,5.98,14.94
71633,4,5.98,14.94
71633,99,2.24,12.7
71631,1,6.78,16.94
71631,2,6.78,16.94
71631,3,6.78,16.94
71631,4,6.78,16.94
71631,99,2.54,14.4
71123,1,5.98,14.94
71123,2,5.98,14.94
71123,99,2.24,12.7
1771,1,6.78,16.94
1771,2,6.78,16.94
1771,3,6.78,16.94
1771,4,6.78,16.94
71349,1,7.58,18.94
71349,2,7.58,18.94
71349,99,2.84,16.1
71259,1,14.78,36.94
71259,2,14.78,36.94
71259,3,14.78,36.94
71259,4,14.78,36.94
71259,99,5.54,31.4
2287,1,11.98,29.94
2287,2,11.98,29.94
2287,3,11.98,29.94
2287,4,11.98,29.94
2287,99,4.49,25.45
70691,1,13.18,32.94
70691,2,13.18,32.94
70691,3,13.18,32.94
70691,4,13.18,32.94
70691,99,4.94,28
72839,99,1.49,8.45
71525,1,9.98,24.94
71525,2,9.98,24.94
71525,3,9.98,24.94
71525,4,9.98,24.94
69181,1,10.78,26.94
69181,2,10.78,26.94
69181,3,10.78,26.94
69181,4,10.78,26.94
69181,99,4.04,22.9
71499,1,15.98,39.94
71499,2,15.98,39.94
71499,3,15.98,39.94
71499,4,15.98,39.94
71499,99,5.99,33.95
71737,1,11.98,29.94
71737,2,11.98,29.94
71737,3,11.98,29.94
71737,4,11.98,29.94
71737,99,4.49,25.45
69845,1,6.78,16.94
69845,2,6.78,16.94
69845,99,2.54,14.4
69991,1,13.98,34.94
69991,2,13.98,34.94
69991,99,5.24,29.7
69991,3,13.98,34.94
69991,4,13.98,34.94
70263,99,4.43,25.08
70689,1,7.98,19.94
70689,2,7.98,19.94
70689,3,7.98,19.94
70689,4,7.98,19.94
70689,99,2.99,16.95
69889,1,7.98,19.94
69889,2,7.98,19.94
69889,99,2.99,16.95
69889,3,7.98,19.94
69889,4,7.98,19.94
70657,1,9.18,22.94
70657,2,9.18,22.94
70657,3,9.18,22.94
70657,4,9.18,22.94
70657,99,3.44,19.5
70391,1,7.98,19.94
70391,2,7.98,19.94
70391,3,7.98,19.94
70391,4,7.98,19.94
70391,99,2.99,16.95
70497,1,11.98,29.94
70497,2,11.98,29.94
70497,99,4.49,25.45
71623,1,3.98,9.94
71623,2,3.98,9.94
71623,3,3.98,9.94
71623,4,3.98,9.94
71623,99,1.49,8.45
68661,1,10.78,26.94
68661,2,10.78,26.94
68661,3,10.78,26.94
68661,4,10.78,26.94
71157,1,3.98,9.94
71157,2,3.98,9.94
71157,3,3.98,9.94
71157,4,3.98,9.94
71157,99,1.49,8.45
57895,1,3.98,9.94
57895,2,3.98,9.94
57895,3,3.98,9.94
57895,4,3.98,9.94
57895,99,1.49,8.45
70473,1,5.98,14.94
70473,2,5.98,14.94
70473,3,5.98,14.94
70473,4,5.98,14.94
70473,99,2.24,12.7
725,1,7.18,17.94
725,2,7.18,17.94
725,3,7.18,17.94
725,4,7.18,17.94
725,99,2.69,15.25
71135,1,6.78,16.94
71135,2,6.78,16.94
71135,3,6.78,16.94
71135,4,6.78,16.94
71135,99,2.54,14.4
70311,1,13.98,34.94
70311,2,13.98,34.94
70311,99,5.24,29.7
72075,1,4.38,10.94
72075,2,4.38,10.94
72075,3,4.38,10.94
72075,99,1.64,9.3
68839,1,10.78,26.94
68839,2,10.78,26.94
68839,99,4.04,22.9
70853,1,3.98,9.94
70853,2,3.98,9.94
70853,3,3.98,9.94
70853,4,3.98,9.94
70987,1,9.98,24.94
70987,2,9.98,24.94
70987,3,9.98,24.94
70987,4,9.98,24.94
70987,99,3.74,21.2
68761,1,13.98,34.94
68761,2,13.98,34.94
68761,3,13.98,34.94
68761,4,13.98,34.94
68761,99,5.24,29.7
70213,1,7.18,17.94
70213,2,7.18,17.94
70213,3,7.18,17.94
70213,4,7.18,17.94
70213,99,2.69,15.25
69849,1,6.78,16.94
69849,2,6.78,16.94
69849,3,6.78,16.94
69849,99,2.54,14.4
69149,1,6.78,16.94
69149,2,6.78,16.94
69149,99,2.54,14.4
69045,1,10.78,26.94
69045,2,10.78,26.94
69045,3,10.78,26.94
69045,4,10.78,26.94
69045,99,4.04,22.9
69941,1,3.58,8.94
69941,2,3.58,8.94
69941,99,1.34,7.6
69659,1,5.18,12.94
69659,2,5.18,12.94
69659,99,1.94,11
1435,1,3.98,9.94
1435,2,3.98,9.94
1435,3,3.98,9.94
1435,4,3.98,9.94
70817,4,5.98,14.94
35,1,6.78,16.94
35,2,6.78,16.94
35,3,6.78,16.94
35,4,6.78,16.94
69209,1,5,12.5
69209,2,5,12.5
69209,3,5,12.5
69209,4,5,12.5
13,1,6.6,16.5
13,2,6.6,16.5
13,3,6.6,16.5
13,4,6.6,16.5
1535,1,7.98,19.94
1535,2,7.98,19.94
1535,3,7.98,19.94
1535,4,7.98,19.94
70037,1,13.8,34.5
70037,2,13.8,34.5
70037,3,13.8,34.5
70037,4,13.8,34.5
2421,1,7.8,19.5
2421,2,7.8,19.5
2421,3,7.8,19.5
2421,4,7.8,19.5
2421,99,2.93,16.58
2013,1,13.98,34.94
2013,2,13.98,34.94
2013,3,13.98,34.94
2013,4,13.98,34.94
70805,1,9.98,24.94
70805,2,9.98,24.94
70805,3,9.98,24.94
70805,4,9.98,24.94
69503,1,15.98,39.94
69503,2,15.98,39.94
69503,3,15.98,39.94
69503,4,15.98,39.94
2275,1,7.98,19.94
2275,2,7.98,19.94
2275,3,7.98,19.94
2275,4,7.98,19.94
653,1,7.98,19.94
653,2,7.98,19.94
653,3,7.98,19.94
653,4,7.98,19.94
315,1,7.98,19.94
315,2,7.98,19.94
315,3,7.98,19.94
315,4,7.98,19.94
69311,1,11.98,29.94
69311,2,11.98,29.94
69311,3,11.98,29.94
69311,4,11.98,29.94
69311,99,4.49,25.45
69215,1,11.98,29.94
69215,2,11.98,29.94
69215,99,4.49,25.45
69215,3,11.98,29.94
69215,4,11.98,29.94
371,1,5.98,14.94
371,2,5.98,14.94
371,3,5.98,14.94
371,4,5.98,14.94
2625,1,5.98,14.94
2625,2,5.98,14.94
2625,3,5.98,14.94
2625,4,5.98,14.94
2721,1,1.98,4.94
2721,2,1.98,4.94
2721,3,1.98,4.94
2721,4,1.98,4.94
2357,1,5.98,14.94
2357,2,5.98,14.94
2357,99,2.24,12.7
70039,1,13.8,34.5
70039,2,13.8,34.5
70039,3,13.8,34.5
70039,4,13.8,34.5
1811,1,3.18,7.94
1811,2,3.18,7.94
1811,99,1.19,6.75
71443,1,5.18,12.94
71443,2,5.18,12.94
71443,3,5.18,12.94
71443,4,5.18,12.94
2163,1,5,12.5
2163,2,5,12.5
2163,3,5,12.5
2163,4,5,12.5
70583,1,2.6,6.5
70583,2,2.6,6.5
70583,3,2.6,6.5
70583,4,2.6,6.5
70583,99,0.98,5.53
69407,1,9.18,22.94
69407,2,9.18,22.94
69407,3,9.18,22.94
69407,4,9.18,22.94
69407,99,3.44,19.5
69263,1,9.18,22.94
69263,2,9.18,22.94
69263,3,9.18,22.94
69263,4,9.18,22.94
1413,1,7.8,19.5
1413,2,7.8,19.5
1413,3,7.8,19.5
1413,4,7.8,19.5
861,1,6.78,16.94
861,2,6.78,16.94
861,3,6.78,16.94
861,4,6.78,16.94
10187,1,7.98,19.94
10187,2,7.98,19.94
10187,3,7.98,19.94
10187,4,7.98,19.94
71375,1,4.38,10.94
71375,2,4.38,10.94
71375,99,1.64,9.3
68987,1,6.78,16.94
68987,2,6.78,16.94
68987,99,2.54,14.4
71273,1,9.18,22.94
71273,2,9.18,22.94
71273,3,9.18,22.94
71273,4,9.18,22.94
71273,99,3.44,19.5
72241,3,3.58,8.94
72241,4,3.58,8.94
70335,1,9.18,22.94
70335,2,9.18,22.94
70335,3,9.18,22.94
70335,4,9.18,22.94
70335,99,3.44,19.5
72585,1,6.78,16.94
72585,2,6.78,16.94
72585,3,6.78,16.94
72585,4,6.78,16.94
72585,99,2.54,14.4
72179,1,5.18,12.94
72179,2,5.18,12.94
72179,3,5.18,12.94
72179,4,5.18,12.94
72179,99,1.94,11
71943,1,9.18,22.94
71943,2,9.18,22.94
71943,3,9.18,22.94
71943,4,9.18,22.94
71943,99,3.44,19.5
72063,1,9.98,24.94
72063,2,9.98,24.94
72063,3,9.98,24.94
72063,4,9.98,24.94
72063,99,3.74,21.2
70775,1,5.98,14.94
70775,2,5.98,14.94
70775,3,5.98,14.94
70775,4,5.98,14.94
70775,99,2.24,12.7
69469,1,11.98,29.94
69469,2,11.98,29.94
69469,99,4.49,25.45
69469,3,11.98,29.94
69469,4,11.98,29.94
2351,1,7.98,19.94
2351,2,7.98,19.94
2351,3,7.98,19.94
2351,4,7.98,19.94
1723,1,7.8,19.5
1723,2,7.8,19.5
1723,3,7.8,19.5
1723,4,7.8,19.5
1723,99,2.93,16.58
1825,1,7.8,19.5
1825,2,7.8,19.5
1825,3,7.8,19.5
1825,4,7.8,19.5
1825,99,2.93,16.58
69289,1,11.98,29.94
69289,2,11.98,29.94
69289,3,11.98,29.94
69289,4,11.98,29.94
1641,1,5.98,14.94
1641,2,5.98,14.94
1641,3,5.98,14.94
1641,4,5.98,14.94
70041,1,5.18,12.94
70041,2,5.18,12.94
70041,3,5.18,12.94
70041,4,5.18,12.94
261,1,7.98,19.94
261,2,7.98,19.94
261,3,7.98,19.94
261,4,7.98,19.94
1953,1,3.98,9.94
1953,2,3.98,9.94
1953,3,3.98,9.94
1953,4,3.98,9.94
38903,99,2.54,14.4
1949,1,9.98,24.94
1949,2,9.98,24.94
1949,3,9.98,24.94
1949,4,9.98,24.94
70303,1,5.4,13.5
70303,2,5.4,13.5
70303,3,5.4,13.5
70303,4,5.4,13.5
69645,1,1.8,4.5
69645,2,1.8,4.5
69645,3,1.8,4.5
69645,4,1.8,4.5
69645,99,0.68,3.83
72271,1,3.58,8.94
72271,2,3.58,8.94
72271,3,3.58,8.94
72271,4,3.58,8.94
69223,1,11.98,29.94
69223,2,11.98,29.94
69223,3,11.98,29.94
69223,4,11.98,29.94
68793,1,11.98,29.94
68793,2,11.98,29.94
68793,3,11.98,29.94
68793,4,11.98,29.94
68853,1,7.98,19.94
68853,2,7.98,19.94
68853,3,7.98,19.94
68853,4,7.98,19.94
69447,1,9.98,24.94
69447,2,9.98,24.94
69447,3,9.98,24.94
69447,4,9.98,24.94
70543,1,13.98,34.94
70543,2,13.98,34.94
70543,3,13.98,34.94
70543,4,13.98,34.94
70543,99,5.24,29.7
331,1,2.38,5.94
331,2,2.38,5.94
331,3,2.38,5.94
331,4,2.38,5.94
331,99,0.89,5.05
70035,1,13.18,32.94
70035,2,13.18,32.94
70035,3,13.18,32.94
70035,4,13.18,32.94
68695,1,11.98,29.94
68695,2,11.98,29.94
68695,3,11.98,29.94
68695,4,11.98,29.94
69541,1,5.98,14.94
69541,2,5.98,14.94
69541,99,2.24,12.7
69541,3,5.98,14.94
69541,4,5.98,14.94
2143,1,7.98,19.94
2143,2,7.98,19.94
2143,3,7.98,19.94
2143,4,7.98,19.94
38909,1,3.58,8.94
38909,2,3.58,8.94
38909,3,3.58,8.94
38909,4,3.58,8.94
68679,1,11.98,29.94
68679,2,11.98,29.94
68679,3,11.98,29.94
68679,4,11.98,29.94
70043,1,3.98,9.94
70043,2,3.98,9.94
70043,3,3.98,9.94
70043,4,3.98,9.94
1809,1,6.78,16.94
1809,2,6.78,16.94
1809,3,6.78,16.94
1809,4,6.78,16.94
70309,1,14.78,36.94
70309,2,14.78,36.94
70309,3,14.78,36.94
70309,4,14.78,36.94
69199,1,9.18,22.94
69199,2,9.18,22.94
69199,3,9.18,22.94
69199,4,9.18,22.94
69199,99,3.44,19.5
70311,3,13.98,34.94
70311,4,13.98,34.94
72489,1,3.4,8.5
72489,2,3.4,8.5
72489,3,3.4,8.5
72489,4,3.4,8.5
72489,99,1.28,7.23
